date,precipitation,temp_max,temp_min,wind,weather
2004-06-13,2.7,22,20,5.2,Cloudy
2004-06-14,25.1,25,18,9.4,Rainy
2004-06-15,9.6,25,13,1.9,Cloudy
2004-06-16,5.6,31,11,4.5,Cloudy
2004-06-17,1.2,20,10,9.2,Cloudy
2004-06-18,17.7,35,12,3.8,Cloudy
2004-06-19,20.3,24,16,7.8,Rainy
2004-06-20,0.5,28,20,4.2,Cloudy
2004-06-21,15.4,29,19,8.1,Rainy
2004-06-22,6.8,32,11,9.8,Cloudy
2004-06-23,19.4,34,24,4.2,Cloudy
2004-06-24,5.2,31,18,8.5,Cloudy
2004-06-25,20.7,24,21,9.9,Rainy
2004-06-26,11.6,24,22,9.8,Cloudy
2004-06-27,28.1,37,20,4.6,Cloudy
2004-06-28,4.1,31,11,5.1,Cloudy
2004-06-29,10.2,22,14,3.4,Cloudy
2004-06-30,3.4,26,17,3.5,Cloudy
2004-07-01,27.7,36,22,5.2,Rainy
2004-07-02,26.3,38,22,2.4,Cloudy
2004-07-03,7.7,37,21,7.3,Cloudy
2004-07-04,19.8,20,19,5.6,Rainy
2004-07-05,24.5,24,17,9.0,Rainy
2004-07-06,16.7,21,12,8.2,Rainy
2004-07-07,15.9,20,11,3.6,Cloudy
2004-07-08,7.3,26,18,5.3,Cloudy
2004-07-09,2.8,30,12,7.6,Cloudy
2004-07-10,26.9,30,17,2.3,Cloudy
2004-07-11,27.0,37,11,0.8,Cloudy
2004-07-12,19.0,36,12,8.6,Rainy
2004-07-13,10.2,21,10,1.8,Cloudy
2004-07-14,10.5,26,23,8.9,Cloudy
2004-07-15,21.8,26,20,9.2,Rainy
2004-07-16,26.9,29,15,4.9,Cloudy
2004-07-17,26.6,22,22,8.2,Rainy
2004-07-18,23.4,31,16,4.0,Cloudy
2004-07-19,19.3,22,13,8.7,Rainy
2004-07-20,2.5,30,10,8.3,Cloudy
2004-07-21,4.8,31,12,1.2,Cloudy
2004-07-22,27.0,23,18,6.0,Rainy
2004-07-23,18.2,35,14,6.6,Rainy
2004-07-24,0.3,39,15,0.5,Sunny
2004-07-24,0.3,39,15,0.5,Sunny
2004-07-24,0.3,39,15,0.5,Sunny
2004-07-24,0.3,39,15,0.5,Sunny
2004-07-25,3.0,37,13,9.8,Sunny
2004-07-25,3.0,37,13,9.8,Sunny
2004-07-25,3.0,37,13,9.8,Sunny
2004-07-25,3.0,37,13,9.8,Sunny
2004-07-26,19.9,23,10,4.4,Cloudy
2004-07-27,0.2,25,23,5.4,Cloudy
2004-07-28,4.8,34,14,2.4,Sunny
2004-07-28,4.8,34,14,2.4,Sunny
2004-07-28,4.8,34,14,2.4,Sunny
2004-07-28,4.8,34,14,2.4,Sunny
2004-07-29,16.5,20,14,6.3,Rainy
2004-07-30,20.8,22,14,8.2,Rainy
2004-07-31,19.6,24,24,6.1,Rainy
2004-08-01,6.7,36,15,8.0,Cloudy
2004-08-02,21.4,33,20,7.4,Rainy
2004-08-03,7.1,28,11,2.8,Cloudy
2004-08-04,9.8,22,10,4.6,Cloudy
2004-08-05,22.4,32,24,1.9,Cloudy
2004-08-06,19.5,22,11,0.9,Cloudy
2004-08-07,25.5,30,22,1.1,Cloudy
2004-08-08,19.7,21,19,9.5,Rainy
2004-08-09,17.0,34,15,9.9,Rainy
2004-08-10,2.8,32,14,1.4,Cloudy
2004-08-11,11.0,38,24,3.7,Cloudy
2004-08-12,8.0,35,14,1.6,Cloudy
2004-08-13,7.3,37,21,8.4,Cloudy
2004-08-14,29.2,26,21,5.2,Rainy
2004-08-15,11.8,32,24,6.4,Cloudy
2004-08-16,26.8,23,15,5.6,Rainy
2004-08-17,18.9,28,23,7.2,Rainy
2004-08-18,23.8,29,19,3.5,Cloudy
2004-08-19,15.1,28,16,1.8,Cloudy
2004-08-20,17.3,26,18,0.7,Cloudy
2004-08-21,14.8,34,16,4.7,Cloudy
2004-08-22,5.9,27,11,9.1,Cloudy
2004-08-23,21.7,38,15,3.4,Cloudy
2004-08-24,8.4,30,18,2.4,Cloudy
2004-08-25,0.7,24,16,9.3,Cloudy
2004-08-26,19.4,21,11,1.5,Cloudy
2004-08-27,5.3,29,12,1.0,Cloudy
2004-08-28,28.2,35,17,8.9,Rainy
2004-08-29,28.6,32,20,7.2,Rainy
2004-08-30,27.4,27,18,4.5,Cloudy
2004-08-31,11.1,28,13,7.6,Cloudy
2004-09-01,0.5,30,18,7.5,Cloudy
2004-09-02,27.8,30,11,0.9,Cloudy
2004-09-03,12.8,35,22,6.9,Cloudy
2004-09-04,29.0,29,20,6.6,Rainy
2004-09-05,28.9,31,14,9.7,Rainy
2004-09-06,25.6,25,20,9.7,Rainy
2004-09-07,8.8,31,11,4.1,Cloudy
2004-09-08,11.6,29,20,6.1,Cloudy
2004-09-09,25.5,37,10,1.8,Cloudy
2004-09-10,9.5,37,22,1.1,Cloudy
2004-09-11,5.1,23,23,4.6,Cloudy
2004-09-12,16.7,28,14,7.1,Rainy
2004-09-13,28.1,26,11,5.9,Rainy
2004-09-14,20.9,37,23,4.6,Cloudy
2004-09-15,17.1,27,22,8.3,Rainy
2004-09-16,2.9,30,16,8.0,Cloudy
2004-09-17,18.5,26,17,7.5,Rainy
2004-09-18,29.7,28,11,1.2,Cloudy
2004-09-19,4.2,27,16,8.1,Cloudy
2004-09-20,15.5,22,13,9.2,Rainy
2004-09-21,26.3,36,10,1.1,Cloudy
2004-09-22,22.2,21,20,4.3,Cloudy
2004-09-23,20.9,34,24,9.9,Rainy
2004-09-24,21.1,33,12,6.2,Rainy
2004-09-25,10.8,37,20,5.4,Cloudy
2004-09-26,8.8,35,21,2.2,Cloudy
2004-09-27,24.3,39,10,5.9,Rainy
2004-09-28,24.3,23,14,4.7,Cloudy
2004-09-29,26.0,39,24,1.7,Cloudy
2004-09-30,27.4,25,22,4.9,Cloudy
2004-10-01,15.3,25,17,2.1,Cloudy
2004-10-02,15.0,30,10,7.4,Cloudy
2004-10-03,23.9,36,23,9.7,Rainy
2004-10-04,19.5,22,18,5.0,Cloudy
2004-10-05,21.1,32,12,6.5,Rainy
2004-10-06,23.9,22,14,4.6,Cloudy
2004-10-07,26.7,35,18,1.8,Cloudy
2004-10-08,10.1,34,14,9.7,Cloudy
2004-10-09,11.3,30,18,1.7,Cloudy
2004-10-10,2.8,37,19,1.6,Sunny
2004-10-10,2.8,37,19,1.6,Sunny
2004-10-10,2.8,37,19,1.6,Sunny
2004-10-10,2.8,37,19,1.6,Sunny
2004-10-11,17.3,34,17,4.9,Cloudy
2004-10-12,1.1,24,16,6.8,Cloudy
2004-10-13,14.0,35,20,3.9,Cloudy
2004-10-14,16.3,35,10,2.3,Cloudy
2004-10-15,8.6,36,13,8.3,Cloudy
2004-10-16,17.7,28,18,3.9,Cloudy
2004-10-17,0.9,22,19,2.3,Cloudy
2004-10-18,1.1,39,17,4.0,Sunny
2004-10-18,1.1,39,17,4.0,Sunny
2004-10-18,1.1,39,17,4.0,Sunny
2004-10-19,24.7,32,13,2.5,Cloudy
2004-10-20,10.8,22,21,5.4,Cloudy
2004-10-21,3.8,26,10,6.8,Cloudy
2004-10-22,15.7,25,19,8.1,Rainy
2004-10-23,23.1,28,13,2.7,Cloudy
2004-10-24,6.5,31,24,2.1,Cloudy
2004-10-25,18.7,34,12,0.7,Cloudy
2004-10-26,2.6,39,15,2.7,Sunny
2004-10-26,2.6,39,15,2.7,Sunny
2004-10-26,2.6,39,15,2.7,Sunny
2004-10-26,2.6,39,15,2.7,Sunny
2004-10-26,2.6,39,15,2.7,Sunny
2004-10-27,1.6,22,20,0.7,Cloudy
2004-10-28,15.9,29,14,3.8,Cloudy
2004-10-29,16.2,20,14,1.9,Cloudy
2004-10-30,19.1,38,11,6.0,Rainy
2004-10-31,21.8,38,21,4.1,Cloudy
2004-11-01,29.3,32,12,1.4,Cloudy
2004-11-02,15.5,31,20,4.3,Cloudy
2004-11-03,9.7,20,15,2.5,Cloudy
2004-11-04,23.9,38,11,7.0,Rainy
2004-11-05,8.1,35,24,4.0,Cloudy
2004-11-06,13.2,34,13,1.9,Cloudy
2004-11-07,2.4,35,11,3.8,Sunny
2004-11-07,2.4,35,11,3.8,Sunny
2004-11-07,2.4,35,11,3.8,Sunny
2004-11-07,2.4,35,11,3.8,Sunny
2004-11-07,2.4,35,11,3.8,Sunny
2004-11-08,0.8,30,18,2.6,Cloudy
2004-11-09,28.9,25,12,8.1,Rainy
2004-11-10,25.1,30,19,9.8,Rainy
2004-11-11,20.9,22,19,0.7,Cloudy
2004-11-12,12.3,34,15,7.1,Cloudy
2004-11-13,5.2,20,24,3.0,Cloudy
2004-11-14,4.7,26,10,1.1,Cloudy
2004-11-15,7.5,20,22,0.6,Cloudy
2004-11-16,16.5,36,20,8.9,Rainy
2004-11-17,21.4,28,23,3.9,Cloudy
2004-11-18,19.8,32,24,9.9,Rainy
2004-11-19,8.4,30,24,4.7,Cloudy
2004-11-20,28.6,39,19,2.3,Cloudy
2004-11-21,22.1,25,12,7.9,Rainy
2004-11-22,16.6,20,17,9.3,Rainy
2004-11-23,18.4,26,14,8.2,Rainy
2004-11-24,12.6,31,17,7.6,Cloudy
2004-11-25,7.4,39,24,3.7,Cloudy
2004-11-26,10.7,38,11,1.1,Cloudy
2004-11-27,22.7,36,16,2.4,Cloudy
2004-11-28,0.4,23,18,4.7,Cloudy
2004-11-29,3.5,22,16,9.6,Cloudy
2004-11-30,1.4,20,12,7.4,Cloudy
2004-12-01,1.2,37,16,8.4,Sunny
2004-12-01,1.2,37,16,8.4,Sunny
2004-12-01,1.2,37,16,8.4,Sunny
2004-12-01,1.2,37,16,8.4,Sunny
2004-12-01,1.2,37,16,8.4,Sunny
2004-12-01,1.2,37,16,8.4,Sunny
2004-12-01,1.2,37,16,8.4,Sunny
2004-12-02,25.7,34,24,3.1,Cloudy
2004-12-03,21.1,27,17,7.0,Rainy
2004-12-04,14.2,20,23,8.7,Cloudy
2004-12-05,2.9,39,10,5.1,Sunny
2004-12-05,2.9,39,10,5.1,Sunny
2004-12-05,2.9,39,10,5.1,Sunny
2004-12-05,2.9,39,10,5.1,Sunny
2004-12-05,2.9,39,10,5.1,Sunny
2004-12-05,2.9,39,10,5.1,Sunny
2004-12-06,14.7,33,22,4.6,Cloudy
2004-12-07,14.2,23,22,7.3,Cloudy
2004-12-08,5.2,24,12,5.8,Cloudy
2004-12-09,13.0,32,14,9.9,Cloudy
2004-12-10,12.0,34,21,4.5,Cloudy
2004-12-11,18.5,25,15,2.2,Cloudy
2004-12-12,19.1,20,12,5.0,Cloudy
2004-12-13,1.4,38,24,2.7,Sunny
2004-12-13,1.4,38,24,2.7,Sunny
2004-12-13,1.4,38,24,2.7,Sunny
2004-12-14,11.2,32,13,5.8,Cloudy
2004-12-15,18.8,25,14,1.7,Cloudy
2004-12-16,15.1,34,24,9.5,Rainy
2004-12-17,25.7,35,12,8.7,Rainy
2004-12-18,19.8,35,13,2.0,Cloudy
2004-12-19,4.9,29,14,2.1,Cloudy
2004-12-20,2.1,28,11,5.4,Cloudy
2004-12-21,19.3,28,19,7.8,Rainy
2004-12-22,0.8,36,18,2.6,Sunny
2004-12-22,0.8,36,18,2.6,Sunny
2004-12-22,0.8,36,18,2.6,Sunny
2004-12-22,0.8,36,18,2.6,Sunny
2004-12-22,0.8,36,18,2.6,Sunny
2004-12-23,17.6,36,19,1.1,Cloudy
2004-12-24,28.2,36,17,5.7,Rainy
2004-12-25,17.3,31,21,7.1,Rainy
2004-12-26,11.6,32,15,2.8,Cloudy
2004-12-27,19.3,31,19,7.5,Rainy
2004-12-28,13.7,33,20,9.5,Cloudy
2004-12-29,16.4,29,12,1.8,Cloudy
2004-12-30,28.2,38,20,5.4,Rainy
2004-12-31,11.6,21,11,1.0,Cloudy
2005-01-01,28.8,23,16,2.5,Cloudy
2005-01-02,27.2,38,17,1.4,Cloudy
2005-01-03,5.9,26,19,4.3,Cloudy
2005-01-04,2.1,34,10,8.3,Sunny
2005-01-04,2.1,34,10,8.3,Sunny
2005-01-05,3.0,34,23,6.0,Sunny
2005-01-05,3.0,34,23,6.0,Sunny
2005-01-05,3.0,34,23,6.0,Sunny
2005-01-06,0.5,25,24,2.6,Cloudy
2005-01-07,2.8,22,15,0.9,Cloudy
2005-01-08,20.5,25,16,5.8,Rainy
2005-01-09,2.1,35,24,1.8,Sunny
2005-01-09,2.1,35,24,1.8,Sunny
2005-01-09,2.1,35,24,1.8,Sunny
2005-01-09,2.1,35,24,1.8,Sunny
2005-01-10,9.6,21,22,3.8,Cloudy
2005-01-11,25.3,26,18,5.3,Rainy
2005-01-12,0.7,30,21,9.1,Cloudy
2005-01-13,24.4,26,12,1.3,Cloudy
2005-01-14,8.5,23,11,6.9,Cloudy
2005-01-15,3.5,39,14,0.6,Sunny
2005-01-15,3.5,39,14,0.6,Sunny
2005-01-16,20.9,26,22,6.5,Rainy
2005-01-17,18.9,23,24,5.7,Rainy
2005-01-18,26.3,31,19,8.2,Rainy
2005-01-19,22.1,24,10,5.6,Rainy
2005-01-20,24.1,38,22,3.8,Cloudy
2005-01-21,8.5,24,15,2.8,Cloudy
2005-01-22,5.3,38,18,1.3,Cloudy
2005-01-23,22.5,22,19,5.6,Rainy
2005-01-24,24.2,30,24,8.9,Rainy
2005-01-25,29.7,26,18,5.4,Rainy
2005-01-26,12.4,36,16,7.5,Cloudy
2005-01-27,11.2,28,23,3.3,Cloudy
2005-01-28,23.3,28,20,4.8,Cloudy
2005-01-29,10.2,29,16,3.6,Cloudy
2005-01-30,27.9,32,24,1.5,Cloudy
2005-01-31,25.8,34,17,4.5,Cloudy
2005-02-01,12.9,24,19,7.8,Cloudy
2005-02-02,22.5,22,23,4.3,Cloudy
2005-02-03,22.6,27,11,6.7,Rainy
2005-02-04,3.1,39,23,7.7,Sunny
2005-02-04,3.1,39,23,7.7,Sunny
2005-02-04,3.1,39,23,7.7,Sunny
2005-02-05,27.1,29,15,3.6,Cloudy
2005-02-06,15.2,32,14,8.1,Rainy
2005-02-07,24.8,22,14,3.7,Cloudy
2005-02-08,9.6,27,22,2.9,Cloudy
2005-02-09,26.9,28,12,2.6,Cloudy
2005-02-10,11.7,31,12,2.4,Cloudy
2005-02-11,0.3,30,15,7.5,Cloudy
2005-02-12,27.2,21,21,8.9,Rainy
2005-02-13,2.7,37,19,2.7,Sunny
2005-02-13,2.7,37,19,2.7,Sunny
2005-02-13,2.7,37,19,2.7,Sunny
2005-02-13,2.7,37,19,2.7,Sunny
2005-02-14,9.6,28,22,1.3,Cloudy
2005-02-15,28.5,21,19,3.5,Cloudy
2005-02-16,28.5,21,16,6.7,Rainy
2005-02-17,17.2,22,23,4.0,Cloudy
2005-02-18,19.0,35,10,5.7,Rainy
2005-02-19,13.5,38,23,7.6,Cloudy
2005-02-20,8.8,23,12,4.4,Cloudy
2005-02-21,9.9,37,21,10.0,Cloudy
2005-02-22,20.2,39,10,3.3,Cloudy
2005-02-23,22.6,37,19,9.8,Rainy
2005-02-24,23.7,29,12,2.4,Cloudy
2005-02-25,23.7,30,14,1.6,Cloudy
2005-02-27,14.8,39,12,7.2,Cloudy
2005-02-28,1.7,35,19,8.2,Sunny
2005-02-28,1.7,35,19,8.2,Sunny
2005-02-28,1.7,35,19,8.2,Sunny
2005-02-28,1.7,35,19,8.2,Sunny
2005-02-28,1.7,35,19,8.2,Sunny
2005-02-28,1.7,35,19,8.2,Sunny
2005-02-28,1.7,35,19,8.2,Sunny
2005-03-01,16.5,39,23,3.8,Cloudy
2005-03-02,13.2,32,19,9.3,Cloudy
2005-03-03,26.6,21,18,1.6,Cloudy
2005-03-04,10.5,21,10,0.8,Cloudy
2005-03-05,3.5,33,15,3.4,Sunny
2005-03-05,3.5,33,15,3.4,Sunny
2005-03-05,3.5,33,15,3.4,Sunny
2005-03-05,3.5,33,15,3.4,Sunny
2005-03-06,4.3,23,18,8.1,Cloudy
2005-03-07,22.8,36,21,6.9,Rainy
2005-03-08,18.5,32,14,4.6,Cloudy
2005-03-09,3.0,23,20,2.9,Cloudy
2005-03-10,2.5,22,23,1.1,Cloudy
2005-03-11,21.0,31,19,3.7,Cloudy
2005-03-12,2.2,27,11,4.9,Cloudy
2005-03-13,24.7,21,14,7.0,Rainy
2005-03-14,21.2,25,10,6.6,Rainy
2005-03-15,2.4,29,18,9.5,Cloudy
2005-03-16,2.5,31,19,1.5,Cloudy
2005-03-17,29.6,29,22,3.7,Cloudy
2005-03-18,11.2,29,19,5.1,Cloudy
2005-03-19,11.1,22,18,6.9,Cloudy
2005-03-20,24.4,39,15,5.2,Rainy
2005-03-21,28.4,29,20,9.2,Rainy
2005-03-22,29.6,28,18,6.3,Rainy
2005-03-23,22.6,39,23,0.9,Cloudy
2005-03-24,11.3,38,12,1.6,Cloudy
2005-03-25,2.5,33,24,7.7,Sunny
2005-03-25,2.5,33,24,7.7,Sunny
2005-03-26,23.3,21,13,7.3,Rainy
2005-03-27,16.8,24,22,2.0,Cloudy
2005-03-28,12.7,39,15,1.1,Cloudy
2005-03-29,27.2,27,13,6.0,Rainy
2005-03-30,3.3,26,10,6.5,Cloudy
2005-03-31,14.8,25,16,1.8,Cloudy
2005-04-01,0.3,30,14,5.0,Cloudy
2005-04-02,14.1,31,23,3.4,Cloudy
2005-04-03,1.7,37,24,9.3,Sunny
2005-04-03,1.7,37,24,9.3,Sunny
2005-04-03,1.7,37,24,9.3,Sunny
2005-04-03,1.7,37,24,9.3,Sunny
2005-04-03,1.7,37,24,9.3,Sunny
2005-04-04,3.6,38,17,2.6,Sunny
2005-04-04,3.6,38,17,2.6,Sunny
2005-04-04,3.6,38,17,2.6,Sunny
2005-04-04,3.6,38,17,2.6,Sunny
2005-04-04,3.6,38,17,2.6,Sunny
2005-04-04,3.6,38,17,2.6,Sunny
2005-04-05,3.5,29,18,7.5,Cloudy
2005-04-06,19.5,33,14,5.4,Rainy
2005-04-07,22.4,22,17,0.6,Cloudy
2005-04-08,17.5,37,22,5.4,Rainy
2005-04-09,28.9,34,10,1.4,Cloudy
2005-04-10,11.2,25,10,6.8,Cloudy
2005-04-11,8.6,29,16,5.9,Cloudy
2005-04-12,26.1,31,24,0.6,Cloudy
2005-04-13,6.7,26,15,2.4,Cloudy
2005-04-14,28.9,36,14,7.9,Rainy
2005-04-15,0.4,20,23,3.1,Cloudy
2005-04-16,29.1,37,24,5.2,Rainy
2005-04-17,1.3,34,14,3.5,Sunny
2005-04-18,26.7,38,23,9.3,Rainy
